,Symbol,Company Name,Industry Code,Industry Name,Lot Size,Active,Year End,IDX WT %,FF BASED SHARES,ORD SHARES,FACE_VALUE,NSHARE_HOLDER
384,SLYT,Sally Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0008383068244737958,2193750.0,8775000.0,10.0,1530.0
385,SMCPL,Safe Mix Concrete Limited,804,CEMENT,500,1,6,0.004419952377747251,8750000.0,25000000.0,10.0,727.0
386,SML,Shakarganj Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.02766047021033023,56250000.0,125000000.0,10.0,
387,SNAI,Sana Industries Limited,830,TEXTILE SPINNING,500,1,6,0.00354653163553169,6987750.0,19965000.0,10.0,558.0
388,SNBL,Soneri Bank Limited,807,COMMERCIAL BANKS,500,1,12,0.13796204294521602,330739044.0,1102463503.0,10.0,
389,SNGP,Sui Northern Gas Pipelines Limited,821,OIL & GAS MARKETING COMPANIES,1,1,6,0.4381085386872031,285397499.0,634216665.0,10.0,
390,SPEL,Synthetic Products Enterprises Limited,822,"PAPER, BOARD & PACKAGING",500,1,6,0.06143568837993822,39947203.0,199736016.0,5.0,1988.0
391,SPLC,Saudi Pak Leasing Company Limited,815,LEASING COMPANIES,500,1,6,0.00031013644094903626,15806175.0,45160500.0,10.0,
392,SPWL,Saif Power Limited,824,POWER GENERATION & DISTRIBUTION,500,1,12,0.037245403579022486,193235890.0,386471779.0,10.0,
393,SRVI,Service Industries Limited,816,LEATHER & TANNERIES,1,1,12,0.5321763540443899,21144354.0,46987500.0,10.0,
394,SSGC,Sui Southern Gas Company Limited,821,OIL & GAS MARKETING COMPANIES,1,1,12,0.19701623551830721,308320708.0,880916309.0,10.0,
395,SSML,Saritow Spinning Mills Limited,830,TEXTILE SPINNING,500,1,6,0.001960479711076467,10444212.0,29840607.0,10.0,983.0
396,SSOM,S.S.Oil Mills Limited,834,VANASPATI & ALLIED INDUSTRIES,500,1,6,0.0034614421384383687,1363400.0,5658400.0,10.0,971.0
397,STCL,Shabbir Tiles & Ceramics Limited,811,GLASS & CERAMICS,500,1,6,0.02523709989956728,131626261.0,239320475.0,5.0,3283.0
398,STJT,Shahtaj Textile Limited,831,TEXTILE WEAVING,500,1,6,0.005167097922882339,1449000.0,9660000.0,10.0,1144.0
399,STML,Shams Textile Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.0016481825008086426,2160000.0,8640000.0,10.0,956.0
400,STPL,Siddiqsons Tin Plate Limited,818,MISCELLANEOUS,500,1,6,0.010427052987997848,80247570.0,229278733.0,10.0,
401,SUHJ,Suhail Jute Mills Limited,814,JUTE,500,1,6,0.0014768556446461277,166907.0,4332819.0,10.0,1360.0
402,SURC,Suraj Cotton Mills Limited,829,TEXTILE COMPOSITE,1,1,6,0.048044730224972174,9761903.0,48809516.0,10.0,715.0
403,SUTM,Sunrays Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.013942319145694642,2070000.0,20700000.0,10.0,1907.0
404,SYM,Symmetry Group Limited,828,TECHNOLOGY & COMMUNICATION,500,1,3,0.028164669691272428,114098210.0,285245524.0,1.0,4171.0
405,SYS,Systems Limited,828,TECHNOLOGY & COMMUNICATION,1,1,12,1.261219729640892,174852840.0,291779400.0,10.0,
406,SZTM,Shahzad Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.004270231205287149,1797137.0,17971372.0,10.0,789.0
407,TATM,Tata Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0198589446854872,11198723.0,55993614.0,10.0,3599.0
408,TELE,Telecard Limited,828,TECHNOLOGY & COMMUNICATION,1,1,6,0.021213568113663154,325992410.0,338625000.0,10.0,
409,TGL,Tariq Glass Industries Limited,811,GLASS & CERAMICS,1,1,6,0.17932241756408254,68866875.0,172167188.0,10.0,3895.0
410,THALL,Thal Limited,802,AUTOMOBILE PARTS & ACCESSORIES,1,1,6,0.2920957358530148,40514955.0,81029917.0,5.0,4230.0
411,THCCL,Thatta Cement Company Limited,804,CEMENT,500,1,6,0.12624035723983817,29915438.0,99718125.0,10.0,2024.0
412,TICL,The Thal Industries Corporation Limited,826,SUGAR & ALLIED INDUSTRIES,1,1,9,0.0362530483945344,219248.0,15023200.0,10.0,
413,TOMCL,The Organic Meat Company Limited,810,FOOD & PERSONAL CARE PRODUCTS,500,1,6,0.03965704471141532,74245607.0,148491213.0,10.0,3773.0
414,TOWL,Towellers Limited,829,TEXTILE COMPOSITE,1,1,6,0.01854968360863801,3400000.0,17000000.0,10.0,1227.0
415,TPL,TPL Corp Limited,828,TECHNOLOGY & COMMUNICATION,500,1,6,0.011197452176831518,106919105.0,267297763.0,10.0,
416,TPLI,TPL Insurance Limited,812,INSURANCE,500,1,12,0.015880222419977164,29759169.0,198394462.0,10.0,
417,TPLP,TPL Properties Limited,838,PROPERTY,1,1,6,0.04238545531259365,252489094.0,561086876.0,10.0,
418,TPLT,TPL Trakker Limited,828,TECHNOLOGY & COMMUNICATION,500,1,6,0.01443195326200002,74905237.0,187263093.0,10.0,1331.0
419,TREET,Treet Corporation Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.04912003469678539,185514407.0,371028814.0,10.0,12050.0
420,TRG,TRG Pakistan Limited,828,TECHNOLOGY & COMMUNICATION,1,1,6,0.253856964627781,381773466.0,545390665.0,10.0,12563.0
421,TRIPF,Tri-Pack Films Limited,818,MISCELLANEOUS,1,1,12,0.03900622280501713,7760000.0,38800000.0,10.0,
422,TRSM,Trust Modaraba,819,MODARABAS,500,1,6,0.000934565260805745,23840000.0,29800000.0,10.0,2522.0
423,TSBL,Trust Securities & Brokerage Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.0027446816923188365,21000000.0,30000000.0,10.0,825.0
424,TSMF,Tri-Star Mutual Fund Limited,806,CLOSE - END MUTUAL FUND,500,1,6,0.0002857612715522392,3000000.0,5000000.0,10.0,2532.0
425,TSML,Tandlianwala Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.07917235667749206,5885315.0,117706300.0,10.0,
426,TSPL,Tri-Star Power Limited,824,POWER GENERATION & DISTRIBUTION,500,1,6,0.0007016221340247902,11876100.0,15000000.0,10.0,5010.0
427,UBDL,United Brands Limited,818,MISCELLANEOUS,500,1,6,0.011186626678613459,4590000.0,91800000.0,10.0,1096.0
428,UBL,United Bank Limited,807,COMMERCIAL BANKS,1,1,12,3.1981028009964954,489671875.0,1224179688.0,10.0,
429,UDPL,United Distributors Pakistan Limited,818,MISCELLANEOUS,500,1,6,0.012350627636626192,5290670.0,35271134.0,10.0,1155.0
430,UNIC,The United Insurance Company,812,INSURANCE,500,1,12,0.0419105340247291,52012500.0,346750000.0,10.0,
431,UNITY,Unity Foods Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.28827735948826533,358215000.0,1194050000.0,10.0,6347.0
432,UPFL,Unilever Pakistan Foods Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,12,0.962391444315631,309551.0,6369932.0,10.0,
433,UVIC,The Universal Insurance Company Limited,812,INSURANCE,500,1,12,0.003967846761205991,5000000.0,50000000.0,10.0,
434,WAHN,Wah Noble Chemicals Limited,805,CHEMICAL,1,1,6,0.016142574110003312,3150000.0,9000000.0,10.0,827.0
435,WAVES,Waves Corporation Limited,803,CABLE & ELECTRICAL GOODS,500,1,12,0.017543130459155464,182913957.0,281406088.0,10.0,
436,WTL,Worldcall Telecom Limited,828,TECHNOLOGY & COMMUNICATION,1,1,12,0.05550515695132718,3985831349.0,4982289186.0,10.0,
437,YOUW,Yousaf Weaving Mills Limited,831,TEXTILE WEAVING,500,1,12,0.004638718082831435,74800000.0,136000000.0,10.0,2944.0
438,ZAHID,Zahidjee Textile Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.044038110438182745,5921859.0,191421102.0,10.0,3181.0
439,ZHCM,Zahur Cotton Mills Limited,829,TEXTILE COMPOSITE,500,0,9,4.514188738325893e-06,4437000.0,9860000.0,10.0,6129.0
440,ZIL,ZIL Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,12,0.0124490369720292,306130.0,6122600.0,10.0,
441,ZTL,Zephyr Textiles Limited,831,TEXTILE WEAVING,500,1,6,0.005214898141692776,8914309.0,59428729.0,10.0,467.0
442,JOPP,Johnson & Phillips (Pakistan) Limited,803,CABLE & ELECTRICAL GOODS,1,1,9,,545000.0,5450000.0,,
