,Symbol,Company Name,Industry Code,Industry Name,Lot Size,Active,Year End,IDX WT %,FF BASED SHARES,ORD SHARES
458,SHJS,Shahtaj Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.00915411744172607,4804438,12011200
459,SHNI,Shaheen Insurance Company Limited,812.0,INSURANCE,500.0,1.0,12.0,0.0028988554304153116,16888640,64500000
460,SHSML,Shahmurad Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,1.0,1.0,9.0,0.06574572005138245,7391532,21118663
461,SIBL,Security Investment Bank Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,12.0,0.0022837390750280835,17744578,59148593
462,SICL,,,,,,,0.00025180565984576485,337500,750000
463,SIEM,Siemens (Pakistan) Engineering,803.0,CABLE & ELECTRICAL GOODS,1.0,1.0,9.0,0.09314155484940297,2061759,8247037
464,SILK,,,,,,,0.06444798718520385,3178651433,9081861237
465,SINDM,Sindh Modaraba,819.0,MODARABAS,500.0,1.0,6.0,0.0035161226683917707,4500000,45000000
466,SITC,Sitara Chemical Industries Limited,805.0,CHEMICAL,1.0,1.0,6.0,0.047004722527134786,7500292,21429524
467,SKRS,Sakrand Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.0036937875854094935,12481471,44616000
468,SLCL,Security Leasing Corporation Limited,815.0,LEASING COMPANIES,500.0,1.0,6.0,0.0002769862258303413,10890000,36300000
469,SLCPA,,,,,,,0.0006008998700864842,11100437,11250000
470,SLGL,,,,,,,0.03370026841624682,150501550,273639181
471,SLL,SME Leasing Limited,815.0,LEASING COMPANIES,500.0,1.0,9.0,0.0004150978150184729,9600000,32000000
472,SLYT,Sally Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0008383068244737958,2193750,8775000
473,SMCPL,Safe Mix Concrete Limited,804.0,CEMENT,500.0,1.0,6.0,0.004419952377747251,8750000,25000000
474,SML,Shakarganj Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.02766047021033023,56250000,125000000
475,SNAI,Sana Industries Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.00354653163553169,6987750,19965000
476,SNBL,Soneri Bank Limited,807.0,COMMERCIAL BANKS,500.0,1.0,12.0,0.13796204294521602,330739044,1102463503
477,SNGP,Sui Northern Gas Pipelines Limited,821.0,OIL & GAS MARKETING COMPANIES,1.0,1.0,6.0,0.4381085386872031,285397499,634216665
478,SPEL,Synthetic Products Enterprises Limited,822.0,"PAPER, BOARD & PACKAGING",500.0,1.0,6.0,0.06143568837993822,39947203,199736016
479,SPL,,,,,,,0.005717972401879465,30305000,55100000
480,SPLC,Saudi Pak Leasing Company Limited,815.0,LEASING COMPANIES,500.0,1.0,6.0,0.00031013644094903626,15806175,45160500
481,SPWL,Saif Power Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,12.0,0.037245403579022486,193235890,386471779
482,SRVI,Service Industries Limited,816.0,LEATHER & TANNERIES,1.0,1.0,12.0,0.5321763540443899,21144354,46987500
483,SSGC,Sui Southern Gas Company Limited,821.0,OIL & GAS MARKETING COMPANIES,1.0,1.0,12.0,0.19701623551830721,308320708,880916309
484,SSIC,,,,,,,0.00147864183366449,9147520,30564844
485,SSML,Saritow Spinning Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.001960479711076467,10444212,29840607
486,SSOM,S.S.Oil Mills Limited,834.0,VANASPATI & ALLIED INDUSTRIES,500.0,1.0,6.0,0.0034614421384383687,1363400,5658400
487,STCL,Shabbir Tiles & Ceramics Limited,811.0,GLASS & CERAMICS,500.0,1.0,6.0,0.02523709989956728,131626261,239320475
488,STJT,Shahtaj Textile Limited,831.0,TEXTILE WEAVING,500.0,1.0,6.0,0.005167097922882339,1449000,9660000
489,STML,Shams Textile Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.0016481825008086426,2160000,8640000
490,STPL,Siddiqsons Tin Plate Limited,818.0,MISCELLANEOUS,500.0,1.0,6.0,0.010427052987997848,80247570,229278733
491,STYLERS,,,,,,,0.14968441349209352,24441389,488827773
492,SUHJ,Suhail Jute Mills Limited,814.0,JUTE,500.0,1.0,6.0,0.0014768556446461277,166907,4332819
493,SURAJ,,,,,,,7.310757657522039e-05,431145,958100
494,SURC,Suraj Cotton Mills Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.048044730224972174,9761903,48809516
495,SUTM,Sunrays Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.013942319145694642,2070000,20700000
496,SYM,Symmetry Group Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,3.0,0.028164669691272428,114098210,285245524
497,SYS,Systems Limited,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,12.0,1.261219729640892,174852840,291779400
498,SZTM,Shahzad Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.004270231205287149,1797137,17971372
499,TAJT,,,,,,,0.00010462311513304386,15048900,33442000
500,TATM,Tata Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0198589446854872,11198723,55993614
501,TBL,,,,,,,0.12171797168315515,44113827,882276543
502,TCORP,,,,,,,0.007310028470298735,23172188,66206250
503,TCORPCPS,,,,,,,0.0007660443229539669,2166750,14445000
504,TELE,Telecard Limited,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,6.0,0.021213568113663154,325992410,338625000
505,TGL,Tariq Glass Industries Limited,811.0,GLASS & CERAMICS,1.0,1.0,6.0,0.17932241756408254,68866875,172167188
506,THALL,Thal Limited,802.0,AUTOMOBILE PARTS & ACCESSORIES,1.0,1.0,6.0,0.2920957358530148,40514955,81029917
507,THCCL,Thatta Cement Company Limited,804.0,CEMENT,500.0,1.0,6.0,0.12624035723983817,29915438,99718125
508,TICL,The Thal Industries Corporation Limited,826.0,SUGAR & ALLIED INDUSTRIES,1.0,1.0,9.0,0.0362530483945344,219248,15023200
509,TOMCL,The Organic Meat Company Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,500.0,1.0,6.0,0.03965704471141532,74245607,148491213
510,TOWL,Towellers Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.01854968360863801,3400000,17000000
511,TPL,TPL Corp Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,6.0,0.011197452176831518,106919105,267297763
512,TPLI,TPL Insurance Limited,812.0,INSURANCE,500.0,1.0,12.0,0.015880222419977164,29759169,198394462
513,TPLP,TPL Properties Limited,838.0,PROPERTY,1.0,1.0,6.0,0.04238545531259365,252489094,561086876
514,TPLRF1,,,,,,,0.17628418264956844,1192750000,1835000000
515,TPLT,TPL Trakker Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,6.0,0.01443195326200002,74905237,187263093
516,TREET,Treet Corporation Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.04912003469678539,185514407,371028814
517,TRG,TRG Pakistan Limited,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,6.0,0.253856964627781,381773466,545390665
518,TRIBL,,,,,,,0.0008873368786850493,77925322,119885111
519,TRIPF,Tri-Pack Films Limited,818.0,MISCELLANEOUS,1.0,1.0,12.0,0.03900622280501713,7760000,38800000
520,TRSM,Trust Modaraba,819.0,MODARABAS,500.0,1.0,6.0,0.000934565260805745,23840000,29800000
521,TSBL,Trust Securities & Brokerage Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.0027446816923188365,21000000,30000000
522,TSMF,Tri-Star Mutual Fund Limited,806.0,CLOSE - END MUTUAL FUND,500.0,1.0,6.0,0.0002857612715522392,3000000,5000000
523,TSML,Tandlianwala Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.07917235667749206,5885315,117706300
524,TSPL,Tri-Star Power Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,6.0,0.0007016221340247902,11876100,15000000
525,UBDL,United Brands Limited,818.0,MISCELLANEOUS,500.0,1.0,6.0,0.011186626678613459,4590000,91800000
526,UBL,United Bank Limited,807.0,COMMERCIAL BANKS,1.0,1.0,12.0,3.1981028009964954,489671875,1224179688
527,UCAPM,,,,,,,0.0005718186055166607,5910000,23640000
528,UDLI,,,,,,,0.002143891578978147,14048219,35120548
529,UDPL,United Distributors Pakistan Limited,818.0,MISCELLANEOUS,500.0,1.0,6.0,0.012350627636626192,5290670,35271134
530,UNIC,The United Insurance Company,812.0,INSURANCE,500.0,1.0,12.0,0.0419105340247291,52012500,346750000
531,UNITY,Unity Foods Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.28827735948826533,358215000,1194050000
532,UPFL,Unilever Pakistan Foods Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,12.0,0.962391444315631,309551,6369932
533,USMT,,,,,,,1.4501053013468771e-05,2235773,3726300
534,UVIC,The Universal Insurance Company Limited,812.0,INSURANCE,500.0,1.0,12.0,0.003967846761205991,5000000,50000000
535,WAHN,Wah Noble Chemicals Limited,805.0,CHEMICAL,1.0,1.0,6.0,0.016142574110003312,3150000,9000000
536,WAVES,Waves Corporation Limited,803.0,CABLE & ELECTRICAL GOODS,500.0,1.0,12.0,0.017543130459155464,182913957,281406088
537,WAVESAPP,,,,,,,0.02824935164609401,93759857,267885307
538,WTL,Worldcall Telecom Limited,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,12.0,0.05550515695132718,3985831349,4982289186
539,YOUW,Yousaf Weaving Mills Limited,831.0,TEXTILE WEAVING,500.0,1.0,12.0,0.004638718082831435,74800000,136000000
540,ZAHID,Zahidjee Textile Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.044038110438182745,5921859,191421102
541,ZELP,,,,,,,0.0014364288312915922,51000000,427838526
542,ZHCM,Zahur Cotton Mills Limited,829.0,TEXTILE COMPOSITE,500.0,0.0,9.0,4.514188738325893e-06,4437000,9860000
543,ZIL,ZIL Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,12.0,0.012449036972029197,306130,6122600
544,ZTL,Zephyr Textiles Limited,831.0,TEXTILE WEAVING,500.0,1.0,6.0,0.005214898141692776,8914309,59428729
